,Unnamed: 0,month,position,artist,album,indicativerevenue,us,uk,de,fr,ca,au,genre
454,454,Oct 2000,5,LL Cool J,GOAT Featuring James T. Smith: The Greatest Of All Time,6048.43,1,90,17,-,5,-,Hip-Hop/Rap
455,455,Oct 2000,6,Creed,Human Clay,5959.098000000001,4,-,-,-,4,35,Hip-Hop/Rap
456,456,Oct 2000,7,Three Doors Down,The Better Life,5472.863,8,-,45,-,18,-,World
457,457,Oct 2000,8,N Sync,No Strings Attached,5395.437,8,63,57,-,-,-,Hip-Hop/Rap
458,458,Oct 2000,9,The Corrs,In Blue,5353.589,21,12,5,15,-,4,Pop
459,459,Oct 2000,10,Red Hot Chili Peppers,Californication,4974.148,19,32,12,36,-,15,Rock
460,460,Oct 2000,11,Radiohead,Kid A,4952.255,1,1,4,1,1,2,Rock
461,461,Oct 2000,12,Baha Men,Who Let The Dogs Out,4776.911,7,-,-,-,-,-,R&B/Soul
462,462,Oct 2000,13,Boyz II Men,Nathan Michael Shawn Wanya,4670.92,4,-,24,47,-,25,Hip-Hop/Rap
463,463,Oct 2000,14,Destiny's Child,The Writing's On The Wall,4666.11,16,42,-,48,-,7,Pop
464,464,Oct 2000,15,Papa Roach,Infest,4553.982,11,-,-,-,9,-,World/International
465,465,Oct 2000,16,Moby,Play,4549.42,52,9,42,5,20,11,Country
466,466,Oct 2000,17,Barenaked Ladies,Maroon,4547.278,5,-,-,-,2,-,R&B/Soul
467,467,Oct 2000,18,Andrea Bocelli,Verdi,4532.141,23,35,22,45,-,20,R&B/Soul
468,468,Oct 2000,19,Bon Jovi,Crush,4368.0790000000015,31,56,14,-,-,21,Pop
469,469,Oct 2000,20,Santana,Supernatural,4258.7170000000015,45,23,19,16,-,39,Rock
470,470,Oct 2000,21,Pink,Can't Take Me Home,4254.056,29,13,-,-,-,10,Hip-Hop
471,471,Oct 2000,22,Mystikal,Let's Get Ready,4204.578,1,-,-,-,-,-,Pop
472,472,Oct 2000,23,Eric Clapton & BB King,Riding With The King,4151.865,25,83,25,44,-,33,Hip-Hop/Rap
473,473,Oct 2000,24,Dr Dre,Dr. Dre -- 2001,4128.289000000002,34,49,44,15,-,-,R&B/Soul
474,474,Oct 2000,25,Various Artists,Now 4,4127.333,10,-,-,-,-,-,Alternative
475,475,Oct 2000,26,Original Soundtrack,Coyote Ugly,4008.148,17,-,5,-,14,-,Reggae
476,476,Oct 2000,27,Mark Knopfler,Sailing To Philadelphia,3958.536,60,4,1,7,-,32,Pop
477,477,Oct 2000,28,98 Degrees,Revelation,3833.767,2,-,-,-,2,40,Pop
478,478,Oct 2000,29,Sting,Brand New Day,3818.478,15,96,76,-,-,26,Alternative
479,479,Oct 2000,30,Faith Hill,Breathe,3637.0290000000014,21,-,-,-,-,-,Rock
480,480,Oct 2000,31,Wyclef Jean,The Ecleftic: 2 Sides II A Book,3610.428,26,-,39,-,-,-,Alternative
481,481,Oct 2000,32,Cash Money Millionaires,Baller Blockin,3546.0290000000005,13,-,-,-,-,-,Soul
482,482,Oct 2000,33,Too Short,You Nasty,3410.488,12,-,-,-,-,-,Rap
483,483,Oct 2000,34,Toni Braxton,The Heat,3384.629000000001,28,99,71,-,-,-,Alternative
484,484,Oct 2000,35,Limp Bizkit,Significant Other,3373.538,49,86,20,-,-,36,Pop
485,485,Oct 2000,36,Green Day,Warning,3290.099,4,4,21,58,2,7,Hip-Hop/Rap
486,486,Oct 2000,37,Christina Aguilera,Christina Aguilera,3218.81,22,-,-,-,-,25,Hip-Hop/Rap
487,487,Oct 2000,38,Robbie Williams,Sing When You're Winning,3169.677,110,3,2,53,17,29,Rock
488,488,Oct 2000,39,Matchbox Twenty,Mad Season,3151.328,31,-,-,-,-,20,Rock
489,489,Oct 2000,40,George Strait,George Strait,3093.974,7,-,-,-,-,-,Rock
490,490,Oct 2000,41,Disturbed,The Sickness,3084.388,29,-,-,-,-,-,World
491,491,Oct 2000,42,Craig David,Born To Do It,3082.074,-,5,3,13,-,10,Hip-Hop/Rap
492,492,Oct 2000,43,Yolanda Adams,Mountain High...Valley Low,2977.513,29,-,-,-,-,-,Hip-Hop/Rap
493,493,Oct 2000,44,Jill Scott,Who Is Jill Scott? - Words And Sounds Vol. 1,2932.933,44,75,-,-,-,-,Pop
494,494,Oct 2000,45,The Dixie Chicks,Fly,2927.501,26,-,-,-,-,-,Hip-Hop/Rap
495,495,Oct 2000,46,Sarah Brightman,La Luna,2922.655,31,-,-,-,10,-,R&B/Soul
496,496,Oct 2000,47,Dj Clue,DJ Clue Presents: Backstage -- Mixtape (Music Inspired By The Film),2861.9990000000007,18,-,-,-,-,-,Hip-Hop/Rap
497,497,Oct 2000,48,Bjork,SelmaSongs,2816.563,41,80,22,4,-,-,Hip-Hop/Rap
498,498,Oct 2000,49,Fuel,Something Like Human,2805.333,17,-,-,-,-,12,Pop
499,499,Oct 2000,50,Shyne,Shyne,2780.751,5,-,-,-,-,-,R&B/Soul
500,500,Nov 2000,1,Limp Bizkit,Chocolate Starfish & The Hot Dog Flavoured Water,9084.414,1,8,1,21,1,1,World/International
501,501,Nov 2000,2,Madonna,Music,7160.627,6,11,3,8,2,6,Pop/Rock
502,502,Nov 2000,3,Eminem,The Marshall Mathers LP,6775.816,9,5,10,19,6,24,R&B/Soul
503,503,Nov 2000,4,Nelly,Country Grammar,6403.03,2,93,69,-,16,-,Hip-Hop/Rap
504,504,Nov 2000,5,Britney Spears,Oops!... I Did It Again,6319.996,11,25,9,53,12,17,Pop
505,505,Nov 2000,6,Lenny Kravitz,Greatest Hits,5821.6309999999985,2,12,2,-,2,17,Country
506,506,Nov 2000,7,Ja Rule,Rule 3:36,5722.678000000001,1,-,72,-,8,-,R&B/Soul
507,507,Nov 2000,8,U2,All That You Can't Leave Behind,5701.469,3,1,1,1,1,1,Pop
508,508,Nov 2000,9,Creed,Human Clay,5577.661,4,-,-,-,3,30,Hip-Hop/Rap
509,509,Nov 2000,10,Radiohead,Kid A,5338.608,10,17,14,24,1,9,Alternative
510,510,Nov 2000,11,Baha Men,Who Let The Dogs Out,5060.572,5,-,-,-,-,-,Reggae
511,511,Nov 2000,12,Three Doors Down,The Better Life,4789.687,8,-,71,-,18,-,Alternative
512,512,Nov 2000,13,N Sync,No Strings Attached,4755.749,13,59,76,-,15,-,Rock
513,513,Nov 2000,14,Mystikal,Let's Get Ready,4646.556,3,-,-,-,-,-,Blues-Rock
514,514,Nov 2000,15,Papa Roach,Infest,4481.152,17,-,5,-,9,-,Pop
515,515,Nov 2000,16,Green Day,Warning,4476.43,14,41,38,-,4,13,Gangsta Rap
516,516,Nov 2000,17,98 Degrees,Revelation,4461.161,5,-,-,-,11,-,Pop
517,517,Nov 2000,18,Ludacris,Back For The First Time,4369.399,4,-,-,-,-,-,Dance
518,518,Nov 2000,19,Mark Knopfler,Sailing To Philadelphia,3947.514,86,36,1,12,-,16,Hip-Hop/Rap
519,519,Nov 2000,20,Destiny's Child,The Writing's On The Wall,3924.69,29,26,-,59,-,15,Rock
520,520,Nov 2000,21,Pink,Can't Take Me Home,3733.463,33,26,-,-,20,10,R&B/Soul
521,521,Nov 2000,22,Moby,Play,3682.866,80,14,49,12,13,15,Alternative
522,522,Nov 2000,23,The Corrs,In Blue,3678.137,59,18,18,32,-,12,Alternative
523,523,Nov 2000,24,Matchbox Twenty,Mad Season,3648.187,19,-,-,-,-,11,Rock
524,524,Nov 2000,25,Scarface,The Last Of A Dying Breed,3555.865,11,-,-,-,-,-,Pop/Rock
525,525,Nov 2000,26,Faith Hill,Breathe,3494.119,20,-,-,-,-,-,Hip-Hop/Rap
526,526,Nov 2000,27,Bow Wow,Beware Of Dog,3492.003,19,-,-,-,-,-,Rock
527,527,Nov 2000,28,Red Hot Chili Peppers,Californication,3420.369,50,46,30,60,-,22,Hip-Hop/Rap
528,528,Nov 2000,29,Bon Jovi,Crush,3417.613,40,77,48,-,-,38,R&B/Soul
529,529,Nov 2000,30,Dido,No Angel,3414.87,31,59,-,-,-,-,Hip-Hop/Rap
530,530,Nov 2000,31,Aaron Carter,Aaron's Party (Come Get It),3371.881,23,-,-,-,-,-,Pop
531,531,Nov 2000,32,Christina Aguilera,Christina Aguilera,3363.756,33,42,-,-,-,21,World
532,532,Nov 2000,33,Various Artists,Now 4,3266.025,25,-,-,-,-,-,Pop
533,533,Nov 2000,34,Jay-Z,The Dynasty - Roc La Familia,3240.357,1,86,-,-,5,-,Hip-Hop/Rap
534,534,Nov 2000,35,OutKast,Stankonia,3214.449,2,-,60,-,4,-,Pop
535,535,Nov 2000,36,Original Soundtrack,Charlie s Angels,3197.534,7,-,-,-,6,-,Rock
536,536,Nov 2000,37,The Wallflowers,(Breach),3157.426,13,-,-,-,9,-,Hip-Hop/Rap
537,537,Nov 2000,38,Dr Dre,Dr. Dre -- 2001,3147.543,52,56,66,29,-,-,Rap
538,538,Nov 2000,39,Barenaked Ladies,Maroon,3104.896,21,-,-,-,11,-,Pop
539,539,Nov 2000,40,Original Soundtrack,Coyote Ugly,3090.607,45,-,6,-,15,-,Soul
540,540,Nov 2000,41,Kenny Chesney,Greatest Hits,3054.741,27,-,-,-,-,-,R&B/Soul
541,541,Nov 2000,42,Wyclef Jean,The Ecleftic: 2 Sides II A Book,3045.206,26,-,-,-,-,-,Alternative Country
542,542,Nov 2000,43,Everlast,Eat At Whitey's,3039.986,20,-,11,-,20,-,Hip-Hop/Rap
543,543,Nov 2000,44,The Dixie Chicks,Fly,3023.007,27,-,-,-,-,-,Movies
544,544,Nov 2000,45,Paul Simon,You're The One,2970.86,30,68,17,73,-,-,Pop
545,545,Nov 2000,46,Jill Scott,Who Is Jill Scott? - Words And Sounds Vol. 1,2953.5690000000004,41,69,-,-,-,-,Rock
546,546,Nov 2000,47,Shyne,Shyne,2945.505,20,-,-,-,-,-,Hip-Hop/Rap
547,547,Nov 2000,48,Celine Dion,The Collector's Series Vol. 1,2940.217,28,30,28,-,4,-,R&B/Soul
